datetime,CONTESTANT_A_robot,CONTESTANT_A_sloth-1,CONTESTANT_A_sloth-2,CONTESTANT_A_sloth-3,CONTESTANT_A_sloth-4,CONTESTANT_A_rabbit-1,CONTESTANT_A_rabbit-2,CONTESTANT_A_turtle,CONTESTANT_A_koala,CONTESTANT_B_robot,CONTESTANT_B_sloth-1,CONTESTANT_B_sloth-2,CONTESTANT_B_sloth-3,CONTESTANT_B_sloth-4,CONTESTANT_B_rabbit-1,CONTESTANT_B_rabbit-2,CONTESTANT_B_turtle,CONTESTANT_B_koala,CONTESTANT_C_robot,CONTESTANT_C_sloth-1,CONTESTANT_C_sloth-2,CONTESTANT_C_sloth-3,CONTESTANT_C_sloth-4,CONTESTANT_C_rabbit-1,CONTESTANT_C_rabbit-2,CONTESTANT_C_turtle,CONTESTANT_C_koala,CONTESTANT_D_robot,CONTESTANT_D_sloth-1,CONTESTANT_D_sloth-2,CONTESTANT_D_sloth-3,CONTESTANT_D_sloth-4,CONTESTANT_D_rabbit-1,CONTESTANT_D_rabbit-2,CONTESTANT_D_turtle,CONTESTANT_D_koala,CONTESTANT_E_robot,CONTESTANT_E_sloth-1,CONTESTANT_E_sloth-2,CONTESTANT_E_sloth-3,CONTESTANT_E_sloth-4,CONTESTANT_E_rabbit-1,CONTESTANT_E_rabbit-2,CONTESTANT_E_turtle,CONTESTANT_E_koala,CONTESTANT_F_robot,CONTESTANT_F_sloth-1,CONTESTANT_F_sloth-2,CONTESTANT_F_sloth-3,CONTESTANT_F_sloth-4,CONTESTANT_F_rabbit-1,CONTESTANT_F_rabbit-2,CONTESTANT_F_turtle,CONTESTANT_F_koala
2026-07-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-07-06,0.998366497,1.0,1.0,1.0,1.0,0.998366497,0.998366497,0.998366497,0.9975373529999997,0.999311132,1.0,1.0,1.0,1.0,0.999311132,0.999311132,0.999311132,0.9973779180000001,0.9973183880000002,1.0,1.0,1.0,1.0,0.9973183880000002,0.9973183880000002,0.9973183880000002,0.998226977,0.9974469679999998,1.0,1.0,1.0,1.0,0.9974469679999998,0.9974469679999998,0.9974469679999998,0.997129726,0.9982436479999998,1.0,1.0,1.0,1.0,0.9982436479999998,0.9982436479999998,0.9982436479999998,0.9989460219999997,0.9994995199999998,1.0,1.0,1.0,1.0,0.9994995199999998,0.9994995199999998,0.9994995199999998,0.9994537079999999
2026-07-07,0.999435885,1.0,1.0,1.0,1.0,0.999435885,0.999435885,0.999435885,0.9995272869999997,1.0009326159999998,1.0,1.0,1.0,1.0,1.0009326159999998,1.0009326159999998,1.0009326159999998,0.9982167199999997,0.9989954200000001,1.0,1.0,1.0,1.0,0.9989954200000001,0.9989954200000001,0.9989954200000001,1.0003236889999998,1.0000113619999997,1.0,1.0,1.0,1.0,1.0000113619999997,1.0000113619999997,1.0000113619999997,0.9981828259999999,0.9976547799999996,1.0,1.0,1.0,1.0,0.9976547799999996,0.9976547799999996,0.9976547799999996,0.9993635439999997,0.9991851399999997,1.0,1.0,1.0,1.0,0.9991851399999997,0.9991851399999997,0.9991851399999997,1.0006646
2026-07-08,0.998567247,1.0,1.0,1.0,1.0,0.998567247,0.998567247,0.998567247,0.9994312989999995,1.001148922,1.0,1.0,1.0,1.0,1.001148922,1.001148922,1.001148922,1.0001208899999998,0.9994975639999999,1.0,1.0,1.0,1.0,0.9994975639999999,0.9994975639999999,0.9994975639999999,0.9989801169999999,0.9984944619999999,1.0,1.0,1.0,1.0,0.9984944619999999,0.9984944619999999,0.9984944619999999,0.9999320079999999,0.998844604,1.0,1.0,1.0,1.0,0.998844604,0.998844604,0.998844604,1.0008254419999998,0.9996921079999996,1.0,1.0,1.0,1.0,0.9996921079999996,0.9996921079999996,0.9996921079999996,1.000630216
2026-07-09,0.9997251709999998,1.0,1.0,1.0,1.0,0.9997251709999998,0.9997251709999998,0.9997251709999998,0.999162407,1.0005495100000001,1.0,1.0,1.0,1.0,1.0005495100000001,1.0005495100000001,1.0005495100000001,0.9988959159999999,1.0007443839999999,1.0,1.0,1.0,1.0,1.0007443839999999,1.0007443839999999,1.0007443839999999,0.9991623389999998,0.9977601579999996,1.0,1.0,1.0,1.0,0.9977601579999996,0.9977601579999996,0.9977601579999996,0.9994284879999997,0.9995618699999999,1.0,1.0,1.0,1.0,0.9995618699999999,0.9995618699999999,0.9995618699999999,0.9982931559999996,0.997273464,1.0,1.0,1.0,1.0,0.997273464,0.997273464,0.997273464,0.9995806399999999
2026-07-10,0.9996930830000001,1.0,1.0,1.0,1.0,0.9996930830000001,0.9996930830000001,0.9996930830000001,0.9981285129999997,0.9980245579999999,1.0,1.0,1.0,1.0,0.9980245579999999,0.9980245579999999,0.9980245579999999,0.99887121,0.99765526,1.0,1.0,1.0,1.0,0.99765526,0.99765526,0.99765526,0.9983573029999999,0.9989699999999998,1.0,1.0,1.0,1.0,0.9989699999999998,0.9989699999999998,0.9989699999999998,0.996874332,0.9992373779999998,1.0,1.0,1.0,1.0,0.9992373779999998,0.9992373779999998,0.9992373779999998,0.9986931199999995,0.9987403099999999,1.0,1.0,1.0,1.0,0.9987403099999999,0.9987403099999999,0.9987403099999999,0.9995033799999999
2026-07-13,0.9962231389999999,0.997514037,1.0,1.0,1.0,0.9981531929999999,0.997409769,0.9963955109999999,0.9980738969999997,0.9989617060000002,0.99972341,1.0,1.0,1.0,0.9989988519999999,0.9978207349999997,0.9991341950000002,0.9988279339999998,0.9982653,0.998534966,1.0,1.0,1.0,0.9968774880000002,0.9980150620000001,0.99804197,0.9996645589999998,0.9960685349999998,0.9978037259999997,1.0,1.0,1.0,0.996964138,0.9964801989999994,0.9967752029999997,0.9987550009999999,0.999077942,0.999311154,1.0,1.0,1.0,0.9987573529999999,0.9975611059999997,0.9992961779999999,0.9991465879999997,0.9982928860000001,0.9990515319999997,1.0,1.0,1.0,0.9967732180000001,0.9971374469999996,0.999645426,0.995722255
2026-07-14,0.9977385709999999,0.9991860529999999,1.0,1.0,1.0,0.997797423,0.9975342949999999,0.9979918069999999,0.9989887189999995,0.9977641500000001,0.998043238,1.0,1.0,1.0,0.9978827419999998,0.9976553869999999,0.997927493,0.9974382279999998,0.99798801,0.99737428,1.0,1.0,1.0,0.997378166,0.9986715120000004,0.9978960519999999,0.9985847449999998,0.998514383,0.9985012319999998,1.0,1.0,1.0,0.9983356159999998,0.9984672289999996,0.998355873,0.9981391869999998,0.9984354639999999,0.9994920019999999,1.0,1.0,1.0,0.9973874529999998,0.9964722539999997,0.9989768019999999,0.9977347219999997,1.0003520299999997,1.0011106219999997,1.0,1.0,1.0,0.998921256,0.9981981709999995,1.0014299759999996,0.9983489629999998
2026-07-15,0.9972753429999999,0.9978003489999999,1.0,1.0,1.0,0.997106035,0.9967865750000001,0.9971097309999999,0.9984530529999998,0.9968375099999998,0.9986689219999998,1.0,1.0,1.0,0.997301394,0.9968631749999998,0.9976167269999997,0.9996559199999999,0.9968094519999999,0.9983920780000002,1.0,1.0,1.0,0.9988104940000002,0.9968457920000001,0.997532554,0.9993610290000001,0.996150921,0.998130314,1.0,1.0,1.0,0.996343416,0.9971590369999996,0.9967356410000001,0.9981831409999998,0.9976970739999997,0.9998727839999998,1.0,1.0,1.0,0.9970379789999999,0.9969827419999995,0.9989326239999998,0.9970650019999995,0.997391284,0.998792252,1.0,1.0,1.0,0.9963991639999998,0.9951855129999996,0.9980256540000001,0.998414097
2026-07-16,0.9981291489999999,0.999423403,1.0,1.0,1.0,0.9973460629999998,0.9963434469999998,0.9983427369999999,0.9984887189999998,0.998893332,0.9996256899999999,1.0,1.0,1.0,0.9992181700000001,0.9981631309999999,1.0001151549999998,0.9988518599999997,0.9991940800000002,1.0000544700000003,1.0,1.0,1.0,0.998406418,0.9981483180000003,0.9992524980000002,0.9997265389999999,0.9958753569999997,0.9965446159999999,1.0,1.0,1.0,0.9962584919999999,0.9959762969999996,0.9963111109999999,1.0006997709999998,0.9982515979999997,0.9987163459999997,1.0,1.0,1.0,0.998758605,0.9983274559999997,0.9978967619999998,0.9991996579999997,0.9970416139999995,0.9975804139999995,1.0,1.0,1.0,0.9960707139999998,0.9957992509999998,0.9972300919999995,0.9990139269999997
