datetime,CONTESTANT_A_robot,CONTESTANT_A_sloth-1,CONTESTANT_A_sloth-2,CONTESTANT_A_sloth-3,CONTESTANT_A_sloth-4,CONTESTANT_A_rabbit-1,CONTESTANT_A_rabbit-2,CONTESTANT_A_turtle,CONTESTANT_A_koala,CONTESTANT_B_robot,CONTESTANT_B_sloth-1,CONTESTANT_B_sloth-2,CONTESTANT_B_sloth-3,CONTESTANT_B_sloth-4,CONTESTANT_B_rabbit-1,CONTESTANT_B_rabbit-2,CONTESTANT_B_turtle,CONTESTANT_B_koala,CONTESTANT_C_robot,CONTESTANT_C_sloth-1,CONTESTANT_C_sloth-2,CONTESTANT_C_sloth-3,CONTESTANT_C_sloth-4,CONTESTANT_C_rabbit-1,CONTESTANT_C_rabbit-2,CONTESTANT_C_turtle,CONTESTANT_C_koala,CONTESTANT_D_robot,CONTESTANT_D_sloth-1,CONTESTANT_D_sloth-2,CONTESTANT_D_sloth-3,CONTESTANT_D_sloth-4,CONTESTANT_D_rabbit-1,CONTESTANT_D_rabbit-2,CONTESTANT_D_turtle,CONTESTANT_D_koala,CONTESTANT_E_robot,CONTESTANT_E_sloth-1,CONTESTANT_E_sloth-2,CONTESTANT_E_sloth-3,CONTESTANT_E_sloth-4,CONTESTANT_E_rabbit-1,CONTESTANT_E_rabbit-2,CONTESTANT_E_turtle,CONTESTANT_E_koala,CONTESTANT_F_robot,CONTESTANT_F_sloth-1,CONTESTANT_F_sloth-2,CONTESTANT_F_sloth-3,CONTESTANT_F_sloth-4,CONTESTANT_F_rabbit-1,CONTESTANT_F_rabbit-2,CONTESTANT_F_turtle,CONTESTANT_F_koala
2026-07-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-07-06,0.9993791109999999,1.0,1.0,1.0,1.0,0.9993791109999999,0.9993791109999999,0.9993791109999999,0.9997379219999999,0.998680669,1.0,1.0,1.0,1.0,0.998680669,0.998680669,0.998680669,1.0001380709999999,0.9992063629999998,1.0,1.0,1.0,1.0,0.9992063629999998,0.9992063629999998,0.9992063629999998,0.9980932860000002,0.9988029660000002,1.0,1.0,1.0,1.0,0.9988029660000002,0.9988029660000002,0.9988029660000002,1.000961824,0.997572804,1.0,1.0,1.0,1.0,0.997572804,0.997572804,0.997572804,1.000604031,0.998324119,1.0,1.0,1.0,1.0,0.998324119,0.998324119,0.998324119,0.9998095499999998
2026-07-07,0.9999650849999999,1.0,1.0,1.0,1.0,0.9999650849999999,0.9999650849999999,0.9999650849999999,1.0005758679999999,0.9982063470000001,1.0,1.0,1.0,1.0,0.9982063470000001,0.9982063470000001,0.9982063470000001,0.9992886469999996,0.9980784549999996,1.0,1.0,1.0,1.0,0.9980784549999996,0.9980784549999996,0.9980784549999996,0.9975712060000003,0.999775326,1.0,1.0,1.0,1.0,0.999775326,0.999775326,0.999775326,0.996618972,0.9972967360000001,1.0,1.0,1.0,1.0,0.9972967360000001,0.9972967360000001,0.9972967360000001,0.9993680469999999,1.0004637689999998,1.0,1.0,1.0,1.0,1.0004637689999998,1.0004637689999998,1.0004637689999998,0.9985597859999998
2026-07-08,1.001313133,1.0,1.0,1.0,1.0,1.001313133,1.001313133,1.001313133,0.9992495859999999,0.9985672549999999,1.0,1.0,1.0,1.0,0.9985672549999999,0.9985672549999999,0.9985672549999999,1.0006459669999999,0.9999736289999999,1.0,1.0,1.0,1.0,0.9999736289999999,0.9999736289999999,0.9999736289999999,0.9986395040000001,0.998731372,1.0,1.0,1.0,1.0,0.998731372,0.998731372,0.998731372,1.000543624,1.0006252020000002,1.0,1.0,1.0,1.0,1.0006252020000002,1.0006252020000002,1.0006252020000002,0.9981045409999998,0.9990424189999999,1.0,1.0,1.0,1.0,0.9990424189999999,0.9990424189999999,0.9990424189999999,1.0002919860000001
2026-07-09,0.9986157030000001,1.0,1.0,1.0,1.0,0.9986157030000001,0.9986157030000001,0.9986157030000001,0.9978727800000001,0.9982726209999999,1.0,1.0,1.0,1.0,0.9982726209999999,0.9982726209999999,0.9982726209999999,0.9980854249999999,0.9973551749999998,1.0,1.0,1.0,1.0,0.9973551749999998,0.9973551749999998,0.9973551749999998,1.0005248100000002,0.9980375779999999,1.0,1.0,1.0,1.0,0.9980375779999999,0.9980375779999999,0.9980375779999999,0.9991750060000001,0.999407398,1.0,1.0,1.0,1.0,0.999407398,0.999407398,0.999407398,0.9989159189999998,0.9998848029999997,1.0,1.0,1.0,1.0,0.9998848029999997,0.9998848029999997,0.9998848029999997,0.9985016999999999
2026-07-10,0.999148869,1.0,1.0,1.0,1.0,0.999148869,0.999148869,0.999148869,1.000671872,0.999380281,1.0,1.0,1.0,1.0,0.999380281,0.999380281,0.999380281,0.9994457269999997,0.9987490789999998,1.0,1.0,1.0,1.0,0.9987490789999998,0.9987490789999998,0.9987490789999998,0.9995015920000002,0.998181378,1.0,1.0,1.0,1.0,0.998181378,0.998181378,0.998181378,0.9996624360000002,0.9986657300000003,1.0,1.0,1.0,1.0,0.9986657300000003,0.9986657300000003,0.9986657300000003,0.9985658510000001,0.9992362929999998,1.0,1.0,1.0,1.0,0.9992362929999998,0.9992362929999998,0.9992362929999998,0.9987294359999999
2026-07-13,0.9996108909999998,0.9996108909999998,1.0,1.0,1.0,0.9996108909999998,0.9996108909999998,0.9996108909999998,0.99995418,0.9998755809999996,0.9998755809999996,1.0,1.0,1.0,0.9998755809999996,0.9998755809999996,0.9998755809999996,0.9985363989999999,1.0000027229999997,1.0000027229999997,1.0,1.0,1.0,1.0000027229999997,1.0000027229999997,1.0000027229999997,0.9982380800000001,1.001257898,1.001257898,1.0,1.0,1.0,1.001257898,1.001257898,1.001257898,0.999632394,0.9991443680000001,0.9991443680000001,1.0,1.0,1.0,0.9991443680000001,0.9991443680000001,0.9991443680000001,0.999081633,1.000201755,1.000201755,1.0,1.0,1.0,1.000201755,1.000201755,1.000201755,0.9988494319999996
2026-07-14,0.9985120149999999,0.9985120149999999,1.0,1.0,1.0,0.9985120149999999,0.9985120149999999,0.9985120149999999,0.998911044,0.9996114770000001,0.9996114770000001,1.0,1.0,1.0,0.9996114770000001,0.9996114770000001,0.9996114770000001,0.9982201789999999,0.9980948709999997,0.9980948709999997,1.0,1.0,1.0,0.9980948709999997,0.9980948709999997,0.9980948709999997,0.9981378700000003,1.000452372,1.000452372,1.0,1.0,1.0,1.000452372,1.000452372,1.000452372,0.9983986600000001,0.9979508280000001,0.9979508280000001,1.0,1.0,1.0,0.9979508280000001,0.9979508280000001,0.9979508280000001,0.9981867729999998,0.9969692729999999,0.9969692729999999,1.0,1.0,1.0,0.9969692729999999,0.9969692729999999,0.9969692729999999,0.9981665079999998
2026-07-15,1.0001268429999999,1.0001268429999999,1.0,1.0,1.0,1.0001268429999999,1.0001268429999999,1.0001268429999999,1.000067832,0.998317297,0.998317297,1.0,1.0,1.0,0.998317297,0.998317297,0.998317297,0.9998829569999999,0.9995852349999998,0.9995852349999998,1.0,1.0,1.0,0.9995852349999998,0.9995852349999998,0.9995852349999998,0.9976974860000002,0.9997295820000001,0.9997295820000001,1.0,1.0,1.0,0.9997295820000001,0.9997295820000001,0.9997295820000001,0.9970549560000003,0.9987682920000003,0.9987682920000003,1.0,1.0,1.0,0.9987682920000003,0.9987682920000003,0.9987682920000003,0.9979847669999999,0.9985528550000002,0.9985528550000002,1.0,1.0,1.0,0.9985528550000002,0.9985528550000002,0.9985528550000002,0.9990981960000003
2026-07-16,0.998527871,0.998527871,1.0,1.0,1.0,0.998527871,0.998527871,0.998527871,0.998305752,0.9983783030000001,0.9983783030000001,1.0,1.0,1.0,0.9983783030000001,0.9983783030000001,0.9983783030000001,0.9980752289999998,0.9992873149999997,0.9992873149999997,1.0,1.0,1.0,0.9992873149999997,0.9992873149999997,0.9992873149999997,0.9991623240000002,0.999219882,0.999219882,1.0,1.0,1.0,0.999219882,0.999219882,0.999219882,0.999859018,0.99931367,0.99931367,1.0,1.0,1.0,0.99931367,0.99931367,0.99931367,0.9983062749999998,0.997801673,0.997801673,1.0,1.0,1.0,0.997801673,0.997801673,0.997801673,0.9989101159999999
